date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1980-01-02,14.34,14.34,14.34,14.34,0,4.68705765419382,4.68705765419382,4.68705765419382,4.68705765419382,0,0.0,1.0
1980-01-03,14.27,14.27,14.27,14.27,0,4.6641780143198,4.6641780143198,4.6641780143198,4.6641780143198,0,0.0,1.0
1980-01-04,14.45,14.45,14.45,14.45,0,4.72301137399587,4.72301137399587,4.72301137399587,4.72301137399587,0,0.0,1.0
1980-01-07,14.49,14.49,14.49,14.49,0,4.73608545392389,4.73608545392389,4.73608545392389,4.73608545392389,0,0.0,1.0
1980-01-08,14.78,14.78,14.78,14.78,0,4.830872533402,4.830872533402,4.830872533402,4.830872533402,0,0.0,1.0
1980-01-09,14.8,14.8,14.8,14.8,0,4.83740957336601,4.83740957336601,4.83740957336601,4.83740957336601,0,0.0,1.0
1980-01-10,14.91,14.91,14.91,14.91,0,4.87336329316806,4.87336329316806,4.87336329316806,4.87336329316806,0,0.0,1.0
1980-01-11,14.91,14.91,14.91,14.91,0,4.87336329316806,4.87336329316806,4.87336329316806,4.87336329316806,0,0.0,1.0
1980-01-14,14.98,14.98,14.98,14.98,0,4.89624293304208,4.89624293304208,4.89624293304208,4.89624293304208,0,0.0,1.0
1980-01-15,15.08,15.08,15.08,15.08,0,4.92892813286212,4.92892813286212,4.92892813286212,4.92892813286212,0,0.0,1.0
1980-01-16,15.07,15.07,15.07,15.07,0,4.92565961288012,4.92565961288012,4.92565961288012,4.92565961288012,0,0.0,1.0
1980-01-17,15.02,15.02,15.02,15.02,0,4.9093170129701,4.9093170129701,4.9093170129701,4.9093170129701,0,0.0,1.0
1980-01-18,15.07,15.07,15.07,15.07,0,4.92565961288012,4.92565961288012,4.92565961288012,4.92565961288012,0,0.0,1.0
1980-01-21,15.21,15.21,15.21,15.21,0,4.97141889262818,4.97141889262818,4.97141889262818,4.97141889262818,0,0.0,1.0
1980-01-22,15.14,15.14,15.14,15.14,0,4.94853925275415,4.94853925275415,4.94853925275415,4.94853925275415,0,0.0,1.0
1980-01-23,15.4,15.4,15.4,15.4,0,5.03352077228625,5.03352077228625,5.03352077228625,5.03352077228625,0,0.0,1.0
1980-01-24,15.43,15.43,15.43,15.43,0,5.04332633223227,5.04332633223227,5.04332633223227,5.04332633223227,0,0.0,1.0
1980-01-25,15.42,15.42,15.42,15.42,0,5.04005781225026,5.04005781225026,5.04005781225026,5.04005781225026,0,0.0,1.0
1980-01-28,15.6,15.6,15.6,15.6,0,5.09889117192634,5.09889117192634,5.09889117192634,5.09889117192634,0,0.0,1.0
1980-01-29,15.49,15.49,15.49,15.49,0,5.06293745212429,5.06293745212429,5.06293745212429,5.06293745212429,0,0.0,1.0
1980-01-30,15.65,15.65,15.65,15.65,0,5.11523377183636,5.11523377183636,5.11523377183636,5.11523377183636,0,0.0,1.0
1980-01-31,15.51,15.51,15.51,15.51,0,5.0694744920883,5.0694744920883,5.0694744920883,5.0694744920883,0,0.0,1.0
1980-02-01,15.65,15.65,15.65,15.65,0,5.11523377183636,5.11523377183636,5.11523377183636,5.11523377183636,0,0.0,1.0
1980-02-04,15.57,15.57,15.57,15.57,0,5.08908561198032,5.08908561198032,5.08908561198032,5.08908561198032,0,0.0,1.0
1980-02-05,15.62,15.62,15.62,15.62,0,5.10542821189034,5.10542821189034,5.10542821189034,5.10542821189034,0,0.0,1.0
