date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-31,11.96,12.32,11.9,12.27,0,10.2542511217899,10.5386909367827,10.1794173821196,10.4959202755133,0,0.027482561,1.0
2018-02-28,11.59,11.8,11.4,11.8,0,9.95833143336933,10.1170705047759,9.77411896224116,10.1170705047759,0,0.024855393,1.0
2018-03-30,11.88,11.88,11.52,11.67,0,10.2324218326139,10.2324218326139,9.89818620469496,10.0270688375686,0,0.029,1.0
2018-04-30,11.61,11.89,11.43,11.89,0,10.0240059327978,10.2410349823047,9.84483009653006,10.2410349823047,0,0.028025917,1.0
2018-05-31,11.79,11.89,11.33,11.57,0,10.2035919133337,10.2657562912115,9.78225557438403,9.98947016731009,0,0.028,1.0
2018-06-29,11.84,11.88,11.58,11.73,0,10.2710965926585,10.2814819279393,10.0218485459206,10.1516652369299,0,0.028,1.0
2018-07-31,11.66,11.95,11.6,11.83,0,10.1395055117462,10.3665206319484,10.0628986887533,10.2624216799958,0,0.028308466,1.0
2018-08-31,11.77,11.9,11.57,11.57,0,10.2595099509075,10.3482088842006,10.0612417470757,10.0612417470757,0,0.028,1.0
2018-09-28,11.42,11.71,11.37,11.7,0,9.97796180187238,10.2072099851424,9.91084351247391,10.1984933241816,0,0.027,1.0
2018-10-31,11.07,11.41,11.0,11.34,0,9.69676909719182,9.96922453234359,9.61099648166341,9.90806364564209,0,0.028168673,1.0
2018-11-30,11.24,11.24,10.95,11.08,0,9.87020724364566,9.87020724364566,9.59165506903798,9.70552859953797,0,0.028,1.0
2018-12-31,11.83,11.83,11.31,11.31,0,10.4137711478998,10.4137711478998,9.93167650583918,9.93167650583918,0,0.029,1.0
2019-01-31,11.86,12.03,11.64,11.9,0,10.465201401791,10.5898281411018,10.2465170043579,10.4753910955205,0,0.028424551,1.0
2019-02-28,11.68,11.91,11.68,11.79,0,10.3285897233305,10.5093211378862,10.3285897233305,10.4034337712577,0,0.025180762,1.0
2019-03-29,12.29,12.3,11.58,11.58,0,10.8936555480915,10.8936555480915,10.2401600167951,10.2401600167951,0,0.029,1.0
2019-04-30,12.03,12.14,11.9,12.11,0,10.6888986687566,10.760697994616,10.5479659090552,10.7341064839209,0,0.028997465,1.0
2019-05-31,12.8,12.8,12.01,12.07,0,11.4000063554539,11.4000063554539,10.6711282636547,10.7244394789602,0,0.030328054,1.0
2019-06-28,12.9,12.91,12.67,12.88,0,11.5149129190138,11.5149129190138,11.2842250409063,11.4712563951755,0,0.029017824,1.0
2019-07-31,12.9,13.04,12.65,12.87,0,11.5400004276558,11.6398809661969,11.2917556919011,11.4881340517603,0,0.028105194,1.0
2019-08-30,14.25,14.31,13.15,13.15,0,12.7718283802823,12.8013493116089,11.7636438467964,11.7636438467964,0,0.027,1.0
2019-09-30,13.85,14.28,13.24,14.26,0,12.4373425885587,12.7987164400303,11.8665970354343,12.780791066865,0,0.026801865,1.0
2019-10-31,13.67,14.14,13.3,13.89,0,12.3001284074692,12.6977634803047,11.9434408973163,12.4732627115582,0,0.027200767,1.0
2019-11-29,13.59,13.66,13.09,13.63,0,12.2516297299884,12.2911305081221,11.7782502453381,12.2641368100808,0,0.0261,1.0
2019-12-31,13.12,13.68,13.12,13.41,0,11.8848016501536,12.3327663507168,11.8848016501536,12.0893564885316,0,0.0633,1.0
2020-01-31,14.05,14.05,13.22,13.25,0,12.7512699192317,12.7512699192317,11.9753870285846,12.002562642114,0,0.026521112,1.0
2020-02-28,14.95,14.95,13.71,14.04,0,13.5904130328383,13.5904130328383,12.4426982628232,12.7421942822785,0,0.024610711,1.0
2020-03-31,15.64,16.44,14.1,14.84,0,14.3611163680768,14.9449090474824,12.8177139640816,13.4904166827639,0,0.157804613,1.0
2020-04-30,15.9,16.28,15.61,15.87,0,14.6217073723782,14.948783534034,14.3335694696726,14.5723092558427,0,0.023797109,1.0
2020-05-29,15.61,16.0,15.5,16.0,0,14.3770926452679,14.7136677961038,14.2538656774756,14.7136677961038,0,0.024,1.0
2020-06-30,15.65,15.76,14.93,15.51,0,14.4351167859888,14.5152453612699,13.7508003327258,14.2849908346,0,0.023,1.0
2020-07-31,16.28,16.29,15.57,15.61,0,15.0374254927779,15.0374254927779,14.3613270516195,14.3982219188041,0,0.023,1.0
2020-08-31,15.49,16.35,15.4,16.2,0,14.3289669330138,15.1020827276977,14.2245916823575,14.9635315100124,0,0.023,1.0
2020-09-30,15.59,15.84,15.54,15.66,0,14.4418225796134,14.6527331322749,14.3752192471939,14.4862248012263,0,0.022,1.0
2020-10-30,15.07,15.62,15.02,15.62,0,13.9804994465378,14.4696131297986,13.9138021260932,14.4696131297986,0,0.022,1.0
2020-11-30,15.28,15.42,14.84,15.16,0,14.1947990730906,14.3051958504057,13.7671275239961,14.0639928075324,0,0.021,1.0
