date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1989-01-31,10.41,10.48,9.9,10.01,0,3.43211410881976,3.45519268592038,3.26397018994387,3.30023652538769,0,0.0,1.0
1989-02-28,10.46,10.68,10.39,10.39,0,3.44859880674877,3.52113147763642,3.42552022964816,3.42552022964816,0,0.0,1.0
1989-03-31,10.41,10.48,10.3,10.38,0,3.43211410881976,3.45519268592038,3.39584777337594,3.42222329006236,0,0.0,1.0
1989-04-28,10.81,10.83,10.46,10.46,0,3.56399169225184,3.57058557142344,3.44859880674877,3.44859880674877,0,0.0,1.0
1989-05-31,10.57,10.96,10.45,10.73,0,3.48486514219259,3.61344578603887,3.44530186716297,3.53761617556542,0,0.0,1.0
1989-06-30,10.67,10.72,10.11,10.62,0,3.51783453805061,3.53431923597962,3.33320592124571,3.5013498401216,0,0.0,1.0
1989-07-31,11.64,11.64,10.82,10.82,0,3.8376376778734,3.8376376778734,3.56728863183764,3.56728863183764,0,0.0,1.0
1989-08-31,12.22,12.22,11.53,11.68,0,4.02886017384991,4.02886017384991,3.80137134242958,3.8508254362166,0,0.0,1.0
1989-09-29,13.33,13.33,12.2,12.2,0,4.39482046787391,4.39482046787391,4.0222662946783,4.0222662946783,0,0.0,1.0
1989-10-31,12.85,13.5,12.55,13.29,0,4.23656736775542,4.45086844083255,4.13765918018137,4.38163270953071,0,0.0,1.0
1989-11-30,13.28,13.28,12.7,12.8,0,4.37833576994491,4.37833576994491,4.1871132739684,4.22008266982642,0,0.0,1.0
1989-12-29,13.94,13.94,13.28,13.28,0,4.67326112496334,4.67326112496334,4.37833576994491,4.37833576994491,0,0.23,1.0
1990-01-31,14.1,14.42,13.88,13.94,0,4.77333941953705,4.83417685953883,4.6531466581414,4.67326112496334,0,0.14,1.0
1990-02-28,13.9,14.58,13.57,14.1,0,4.70563247741595,4.93583608062767,4.59391602291615,4.77333941953705,0,0.0,1.0
1990-03-30,13.61,14.08,13.46,13.9,0,4.60745741134037,4.76656872532494,4.55667720474955,4.70563247741595,0,0.0,1.0
1990-04-30,13.17,13.61,13.14,13.61,0,4.45850213867396,4.60745741134037,4.4483460973558,4.60745741134037,0,0.0,1.0
1990-05-31,14.68,14.68,13.17,13.17,0,4.96968955168822,4.96968955168822,4.45850213867396,4.45850213867396,0,0.0,1.0
1990-06-29,15.29,15.29,14.68,14.68,0,5.17619572515755,5.17619572515755,4.96968955168822,4.96968955168822,0,0.0,1.0
1990-07-31,16.33,16.33,15.29,15.29,0,5.52827182418723,5.52827182418723,5.17619572515755,5.17619572515755,0,0.0,1.0
1990-08-31,14.06,16.35,12.99,16.33,0,4.75979803111283,5.53504251839934,4.39756589076498,5.52827182418723,0,0.0,1.0
1990-09-28,11.93,14.06,11.93,14.06,0,4.03871909752319,4.75979803111283,4.03871909752319,4.75979803111283,0,0.0,1.0
1990-10-31,13.11,13.4,11.87,11.93,0,4.43819005603764,4.53636512211322,4.01840701488686,4.03871909752319,0,0.0,1.0
