event_date,composite_figi,open,high,low,close,adj_close,split_factor,dividend
2019-03-22,BBG000N9MNX3,272.5800,272.8000,264.0000,264.5300,52.9060,1.000000,0.0000
2019-03-25,BBG000N9MNX3,259.7100,263.1800,254.4600,260.4200,52.0840,1.000000,0.0000
2019-03-26,BBG000N9MNX3,264.4400,270.2600,264.4300,267.7700,53.5540,1.000000,0.0000
2019-03-27,BBG000N9MNX3,268.7500,275.3700,268.1800,274.8300,54.9660,1.000000,0.0000
2019-03-28,BBG000N9MNX3,277.1600,280.3300,275.1000,278.6200,55.7240,1.000000,0.0000
2019-03-29,BBG000N9MNX3,278.7000,280.1600,274.5000,279.8600,55.9720,1.000000,0.0000
2019-04-01,BBG000N9MNX3,282.6200,289.2000,281.2800,289.1800,57.8360,1.000000,0.0000
2019-04-02,BBG000N9MNX3,288.3000,289.4400,283.8800,285.8800,57.1760,1.000000,0.0000
2019-04-03,BBG000N9MNX3,287.3200,296.1700,287.1700,291.8100,58.3620,1.000000,0.0000
2019-04-04,BBG000N9MNX3,261.8900,271.2000,260.5900,267.7800,53.5560,1.000000,0.0000
2019-04-05,BBG000N9MNX3,269.8600,276.1000,266.1100,274.9600,54.9920,1.000000,0.0000
2019-04-08,BBG000N9MNX3,277.6900,281.1600,270.4400,273.2000,54.6400,1.000000,0.0000
2019-04-09,BBG000N9MNX3,271.6500,275.0000,269.6100,272.3100,54.4620,1.000000,0.0000
2019-04-10,BBG000N9MNX3,276.7400,278.3800,272.8900,276.0600,55.2120,1.000000,0.0000
2019-04-11,BBG000N9MNX3,268.3000,270.5000,265.6000,268.4200,53.6840,1.000000,0.0000
2019-04-12,BBG000N9MNX3,270.2200,271.9500,266.8300,267.7000,53.5400,1.000000,0.0000
2019-04-15,BBG000N9MNX3,268.6300,268.8800,258.6300,266.3800,53.2760,1.000000,0.0000
2019-04-16,BBG000N9MNX3,265.7500,275.0000,264.7200,273.3600,54.6720,1.000000,0.0000
2019-04-17,BBG000N9MNX3,274.7500,274.7900,268.5400,271.2300,54.2460,1.000000,0.0000
2019-04-18,BBG000N9MNX3,271.2300,274.8400,269.7500,273.2600,54.6520,1.000000,0.0000
2019-04-22,BBG000N9MNX3,269.0000,269.6800,262.4800,262.7500,52.5500,1.000000,0.0000
2019-04-23,BBG000N9MNX3,260.1500,265.6000,255.7500,263.9000,52.7800,1.000000,0.0000
2019-04-24,BBG000N9MNX3,263.8500,265.3200,258.0000,258.6600,51.7320,1.000000,0.0000
2019-04-25,BBG000N9MNX3,255.0000,259.0000,246.0700,247.6300,49.5260,1.000000,0.0000
2019-04-26,BBG000N9MNX3,246.5000,246.6800,231.1300,235.1400,47.0280,1.000000,0.0000
2019-04-29,BBG000N9MNX3,235.8600,243.9800,232.1700,241.4700,48.2940,1.000000,0.0000
2019-04-30,BBG000N9MNX3,242.0600,244.2100,237.0000,238.6900,47.7380,1.000000,0.0000
2019-05-01,BBG000N9MNX3,238.8500,240.0000,231.5000,234.0100,46.8020,1.000000,0.0000
2019-05-02,BBG000N9MNX3,245.5200,247.1300,237.7200,244.1000,48.8200,1.000000,0.0000
2019-05-03,BBG000N9MNX3,243.8600,256.6100,243.4900,255.0300,51.0060,1.000000,0.0000
2019-05-06,BBG000N9MNX3,250.0200,258.3500,248.5000,255.3400,51.0680,1.000000,0.0000
2019-05-07,BBG000N9MNX3,256.8000,257.2100,245.1000,247.0600,49.4120,1.000000,0.0000
2019-05-08,BBG000N9MNX3,246.9400,250.6000,244.2000,244.8400,48.9680,1.000000,0.0000
2019-05-09,BBG000N9MNX3,242.0000,243.6800,236.9400,241.9800,48.3960,1.000000,0.0000
2019-05-10,BBG000N9MNX3,239.7500,241.9900,236.0200,239.5200,47.9040,1.000000,0.0000
2019-05-13,BBG000N9MNX3,232.0100,232.4700,224.5000,227.0100,45.4020,1.000000,0.0000
2019-05-14,BBG000N9MNX3,229.3000,234.5000,228.0000,232.3100,46.4620,1.000000,0.0000
2019-05-15,BBG000N9MNX3,229.3200,232.4400,225.2500,231.9500,46.3900,1.000000,0.0000
2019-05-16,BBG000N9MNX3,229.4900,231.0000,226.5000,228.3300,45.6660,1.000000,0.0000
2019-05-17,BBG000N9MNX3,221.9600,222.2400,208.9200,211.0300,42.2060,1.000000,0.0000
2019-05-20,BBG000N9MNX3,202.8000,206.0000,195.2500,205.3600,41.0720,1.000000,0.0000
2019-05-21,BBG000N9MNX3,197.7600,207.4000,196.0400,205.0800,41.0160,1.000000,0.0000
2019-05-22,BBG000N9MNX3,199.1000,203.9400,191.7800,192.7300,38.5460,1.000000,0.0000
2019-05-23,BBG000N9MNX3,194.3400,199.4700,186.2200,195.4900,39.0980,1.000000,0.0000
2019-05-24,BBG000N9MNX3,199.8300,199.9800,188.7500,190.6300,38.1260,1.000000,0.0000
2019-05-28,BBG000N9MNX3,191.2000,195.0000,187.8500,188.7000,37.7400,1.000000,0.0000
2019-05-29,BBG000N9MNX3,187.1000,192.3900,185.0400,189.8600,37.9720,1.000000,0.0000
2019-05-30,BBG000N9MNX3,188.7500,192.2600,187.0200,188.2200,37.6440,1.000000,0.0000
2019-05-31,BBG000N9MNX3,185.1000,189.9200,184.1000,185.1600,37.0320,1.000000,0.0000
2019-06-03,BBG000N9MNX3,185.5100,186.6800,176.9900,178.9700,35.7940,1.000000,0.0000
2019-06-04,BBG000N9MNX3,181.1000,193.9800,179.6100,193.6000,38.7200,1.000000,0.0000
2019-06-05,BBG000N9MNX3,198.6800,201.2800,191.8500,196.5900,39.3180,1.000000,0.0000
2019-06-06,BBG000N9MNX3,204.4400,211.0000,201.8000,205.9500,41.1900,1.000000,0.0000
2019-06-07,BBG000N9MNX3,205.0000,210.8438,203.4990,204.5000,40.9000,1.000000,0.0000
2019-06-10,BBG000N9MNX3,210.2500,216.9400,209.0100,212.8800,42.5760,1.000000,0.0000
2019-06-11,BBG000N9MNX3,219.1400,220.9000,213.5000,217.1000,43.4200,1.000000,0.0000
2019-06-12,BBG000N9MNX3,222.9500,223.3800,209.0000,209.2600,41.8520,1.000000,0.0000
2019-06-13,BBG000N9MNX3,210.3800,214.9000,207.5100,213.9100,42.7820,1.000000,0.0000
2019-06-14,BBG000N9MNX3,211.2500,216.6500,210.4000,214.9200,42.9840,1.000000,0.0000
2019-06-17,BBG000N9MNX3,215.4800,227.0000,214.2700,225.0300,45.0060,1.000000,0.0000
2019-06-18,BBG000N9MNX3,228.7200,234.7400,222.5600,224.7400,44.9480,1.000000,0.0000
2019-06-19,BBG000N9MNX3,225.1100,227.7700,221.0600,226.4300,45.2860,1.000000,0.0000
2019-06-20,BBG000N9MNX3,223.0000,226.9000,216.3500,219.6200,43.9240,1.000000,0.0000
2019-06-21,BBG000N9MNX3,216.2200,222.1800,215.5000,221.8600,44.3720,1.000000,0.0000
2019-06-24,BBG000N9MNX3,223.2400,225.8600,221.0200,223.6400,44.7280,1.000000,0.0000
2019-06-25,BBG000N9MNX3,224.3900,225.3400,219.4900,219.7600,43.9520,1.000000,0.0000
2019-06-26,BBG000N9MNX3,220.3100,227.2300,218.1000,219.2700,43.8540,1.000000,0.0000
2019-06-27,BBG000N9MNX3,219.4500,222.9000,217.3500,222.8400,44.5680,1.000000,0.0000
2019-06-28,BBG000N9MNX3,220.9900,225.1700,220.8000,223.4600,44.6920,1.000000,0.0000
2019-07-01,BBG000N9MNX3,230.2100,233.1000,226.2800,227.1700,45.4340,1.000000,0.0000
2019-07-02,BBG000N9MNX3,228.8900,229.1500,222.2200,224.5500,44.9100,1.000000,0.0000
2019-07-03,BBG000N9MNX3,239.3900,241.5700,234.5100,234.9000,46.9800,1.000000,0.0000
2019-07-05,BBG000N9MNX3,234.5700,235.4500,230.8000,233.1000,46.6200,1.000000,0.0000
2019-07-08,BBG000N9MNX3,231.2400,232.2500,228.6600,230.3400,46.0680,1.000000,0.0000
2019-07-09,BBG000N9MNX3,228.9700,231.0000,227.2800,230.0600,46.0120,1.000000,0.0000
2019-07-10,BBG000N9MNX3,234.1500,238.9400,233.1400,238.9200,47.7840,1.000000,0.0000
2019-07-11,BBG000N9MNX3,238.1400,241.5000,235.8000,238.6000,47.7200,1.000000,0.0000
2019-07-12,BBG000N9MNX3,239.7500,245.3800,239.7100,245.0800,49.0160,1.000000,0.0000
2019-07-15,BBG000N9MNX3,248.0000,254.4200,244.8600,253.5000,50.7000,1.000000,0.0000
2019-07-16,BBG000N9MNX3,249.3000,253.5300,247.9300,252.3800,50.4760,1.000000,0.0000
2019-07-17,BBG000N9MNX3,255.6700,258.3100,253.3500,254.8600,50.9720,1.000000,0.0000
2019-07-18,BBG000N9MNX3,255.0500,255.7500,251.8900,253.5400,50.7080,1.000000,0.0000
2019-07-19,BBG000N9MNX3,255.6900,259.9600,254.6200,258.1800,51.6360,1.000000,0.0000
2019-07-22,BBG000N9MNX3,258.7500,262.1500,254.1900,255.6800,51.1360,1.000000,0.0000
2019-07-23,BBG000N9MNX3,256.7100,260.4800,254.5000,260.1700,52.0340,1.000000,0.0000
2019-07-24,BBG000N9MNX3,259.1700,266.0700,258.1600,264.8800,52.9760,1.000000,0.0000
2019-07-25,BBG000N9MNX3,233.5000,234.5000,225.5500,228.8200,45.7640,1.000000,0.0000
2019-07-26,BBG000N9MNX3,226.9200,230.2600,222.2500,228.0400,45.6080,1.000000,0.0000
2019-07-29,BBG000N9MNX3,227.0900,235.9400,226.0300,235.7700,47.1540,1.000000,0.0000
2019-07-30,BBG000N9MNX3,232.9000,243.3600,232.1800,242.2600,48.4520,1.000000,0.0000
2019-07-31,BBG000N9MNX3,243.0000,246.6800,236.6500,241.6100,48.3220,1.000000,0.0000
2019-08-01,BBG000N9MNX3,242.6500,244.5100,231.7700,233.8500,46.7700,1.000000,0.0000
2019-08-02,BBG000N9MNX3,231.3500,236.2700,229.2300,234.3400,46.8680,1.000000,0.0000
2019-08-05,BBG000N9MNX3,229.6000,231.3700,225.7800,228.3200,45.6640,1.000000,0.0000
2019-08-06,BBG000N9MNX3,231.8800,232.5000,225.7500,230.7500,46.1500,1.000000,0.0000
2019-08-07,BBG000N9MNX3,226.5000,233.5700,225.8000,233.4200,46.6840,1.000000,0.0000
2019-08-08,BBG000N9MNX3,234.4500,239.8000,232.6500,238.3000,47.6600,1.000000,0.0000
2019-08-09,BBG000N9MNX3,236.0500,238.9600,233.8100,235.0100,47.0020,1.000000,0.0000
2019-08-12,BBG000N9MNX3,232.9900,235.7700,228.7500,229.0100,45.8020,1.000000,0.0000
2019-08-13,BBG000N9MNX3,228.8100,236.0000,227.5500,235.0000,47.0000,1.000000,0.0000
2019-08-14,BBG000N9MNX3,231.2100,231.5000,216.6900,219.6200,43.9240,1.000000,0.0000
2019-08-15,BBG000N9MNX3,220.8600,221.5600,211.5500,215.6400,43.1280,1.000000,0.0000
2019-08-16,BBG000N9MNX3,216.6600,222.2400,216.0200,219.9400,43.9880,1.000000,0.0000
2019-08-19,BBG000N9MNX3,224.2100,227.8300,221.7000,226.8300,45.3660,1.000000,0.0000
2019-08-20,BBG000N9MNX3,227.6200,229.0900,224.5400,225.8600,45.1720,1.000000,0.0000
2019-08-21,BBG000N9MNX3,222.0100,223.2200,217.6000,220.8300,44.1660,1.000000,0.0000
2019-08-22,BBG000N9MNX3,222.8000,225.4000,218.2200,222.1500,44.4300,1.000000,0.0000
2019-08-23,BBG000N9MNX3,219.9700,221.1700,211.0000,211.4000,42.2800,1.000000,0.0000
2019-08-26,BBG000N9MNX3,213.6000,215.0200,211.5400,215.0000,43.0000,1.000000,0.0000
2019-08-27,BBG000N9MNX3,215.7400,218.8000,212.0300,214.0800,42.8160,1.000000,0.0000
2019-08-28,BBG000N9MNX3,213.6900,217.2500,212.3100,215.5900,43.1180,1.000000,0.0000
2019-08-29,BBG000N9MNX3,219.0000,223.4000,218.0000,221.7100,44.3420,1.000000,0.0000
2019-08-30,BBG000N9MNX3,229.1500,232.4400,224.2100,225.6100,45.1220,1.000000,0.0000
2019-09-03,BBG000N9MNX3,224.0800,228.9500,223.1600,225.0100,45.0020,1.000000,0.0000
2019-09-04,BBG000N9MNX3,226.8900,228.4600,219.2100,220.6800,44.1360,1.000000,0.0000
2019-09-05,BBG000N9MNX3,222.5000,229.8000,220.8500,229.5800,45.9160,1.000000,0.0000
2019-09-06,BBG000N9MNX3,227.2000,229.6400,225.1700,227.4500,45.4900,1.000000,0.0000
2019-09-09,BBG000N9MNX3,230.0000,233.7600,229.2300,231.7900,46.3580,1.000000,0.0000
2019-09-10,BBG000N9MNX3,230.8000,235.5400,228.9400,235.5400,47.1080,1.000000,0.0000
2019-09-11,BBG000N9MNX3,237.3800,248.1700,236.0000,247.1000,49.4200,1.000000,0.0000
2019-09-12,BBG000N9MNX3,247.7000,253.5000,244.4000,245.8700,49.1740,1.000000,0.0000
2019-09-13,BBG000N9MNX3,246.9600,248.4500,244.8700,245.2000,49.0400,1.000000,0.0000
2019-09-16,BBG000N9MNX3,246.0000,247.4300,241.1700,242.8100,48.5620,1.000000,0.0000
2019-09-17,BBG000N9MNX3,242.4700,245.6000,240.3700,244.7900,48.9580,1.000000,0.0000
2019-09-18,BBG000N9MNX3,245.0000,248.1700,242.3700,243.4900,48.6980,1.000000,0.0000
2019-09-19,BBG000N9MNX3,246.0000,247.9400,244.8400,246.6000,49.3200,1.000000,0.0000
2019-09-20,BBG000N9MNX3,246.4900,246.9500,238.1600,240.6200,48.1240,1.000000,0.0000
2019-09-23,BBG000N9MNX3,240.0000,245.1800,239.2200,241.2300,48.2460,1.000000,0.0000
2019-09-24,BBG000N9MNX3,241.5200,241.9900,222.6100,223.2100,44.6420,1.000000,0.0000
2019-09-25,BBG000N9MNX3,224.5600,228.9800,218.3600,228.7000,45.7400,1.000000,0.0000
2019-09-26,BBG000N9MNX3,230.6600,243.3100,227.4000,242.5600,48.5120,1.000000,0.0000
2019-09-27,BBG000N9MNX3,242.2000,248.7100,238.7300,242.1300,48.4260,1.000000,0.0000
2019-09-30,BBG000N9MNX3,243.0000,243.9800,236.1100,240.8700,48.1740,1.000000,0.0000
2019-10-01,BBG000N9MNX3,241.5000,245.9500,239.1300,244.6900,48.9380,1.000000,0.0000
2019-10-02,BBG000N9MNX3,243.2900,244.6500,239.4300,243.1300,48.6260,1.000000,0.0000
2019-10-03,BBG000N9MNX3,231.8600,234.4800,224.2800,233.0300,46.6060,1.000000,0.0000
2019-10-04,BBG000N9MNX3,231.6100,234.7800,228.0700,231.4300,46.2860,1.000000,0.0000
2019-10-07,BBG000N9MNX3,229.8000,238.5600,228.5500,237.7200,47.5440,1.000000,0.0000
2019-10-08,BBG000N9MNX3,235.8700,243.9400,234.5000,240.0500,48.0100,1.000000,0.0000
2019-10-09,BBG000N9MNX3,241.3200,247.3000,240.6500,244.5300,48.9060,1.000000,0.0000
2019-10-10,BBG000N9MNX3,245.2800,249.2800,241.5800,244.7400,48.9480,1.000000,0.0000
2019-10-11,BBG000N9MNX3,247.1500,251.0800,246.8100,247.8900,49.5780,1.000000,0.0000
2019-10-14,BBG000N9MNX3,247.9000,258.5500,247.1300,256.9600,51.3920,1.000000,0.0000
2019-10-15,BBG000N9MNX3,257.7000,260.0000,254.1200,257.8900,51.5780,1.000000,0.0000
2019-10-16,BBG000N9MNX3,257.3900,262.1000,256.9200,259.7500,51.9500,1.000000,0.0000
2019-10-17,BBG000N9MNX3,262.5000,264.7800,260.1700,261.9700,52.3940,1.000000,0.0000
2019-10-18,BBG000N9MNX3,260.7000,262.8000,255.1000,256.9500,51.3900,1.000000,0.0000
2019-10-21,BBG000N9MNX3,258.3300,259.5000,250.1800,253.5000,50.7000,1.000000,0.0000
2019-10-22,BBG000N9MNX3,254.3200,258.3300,250.8500,255.5800,51.1160,1.000000,0.0000
2019-10-23,BBG000N9MNX3,254.5000,256.1400,251.3500,254.6800,50.9360,1.000000,0.0000
2019-10-24,BBG000N9MNX3,298.3700,304.9300,289.2000,299.6800,59.9360,1.000000,0.0000
2019-10-25,BBG000N9MNX3,297.7200,330.0000,296.1100,328.1300,65.6260,1.000000,0.0000
2019-10-28,BBG000N9MNX3,327.5400,340.8400,322.6000,327.7100,65.5420,1.000000,0.0000
2019-10-29,BBG000N9MNX3,319.9900,324.3000,314.7500,316.2200,63.2440,1.000000,0.0000
2019-10-30,BBG000N9MNX3,313.0000,318.7900,309.9700,315.0100,63.0020,1.000000,0.0000
2019-10-31,BBG000N9MNX3,313.1000,319.0000,313.0000,314.9200,62.9840,1.000000,0.0000
2019-11-01,BBG000N9MNX3,316.3200,316.4800,309.8000,313.3100,62.6620,1.000000,0.0000
2019-11-04,BBG000N9MNX3,314.8000,321.9400,309.2600,317.4700,63.4940,1.000000,0.0000
2019-11-05,BBG000N9MNX3,319.6200,323.5100,316.1200,317.2200,63.4440,1.000000,0.0000
2019-11-06,BBG000N9MNX3,318.0000,326.7200,314.5000,326.5800,65.3160,1.000000,0.0000
2019-11-07,BBG000N9MNX3,329.1400,341.5000,328.0200,335.5400,67.1080,1.000000,0.0000
2019-11-08,BBG000N9MNX3,334.5000,337.4600,332.5000,337.1400,67.4280,1.000000,0.0000
2019-11-11,BBG000N9MNX3,343.9500,349.1900,342.0000,345.0900,69.0180,1.000000,0.0000
2019-11-12,BBG000N9MNX3,346.9000,350.3700,344.0400,349.9300,69.9860,1.000000,0.0000
2019-11-13,BBG000N9MNX3,355.0000,356.3300,345.1800,346.1100,69.2220,1.000000,0.0000
2019-11-14,BBG000N9MNX3,346.1100,353.8400,342.9100,349.3500,69.8700,1.000000,0.0000
2019-11-15,BBG000N9MNX3,350.6400,352.8000,348.3600,352.1700,70.4340,1.000000,0.0000
2019-11-18,BBG000N9MNX3,352.9200,353.1500,346.1000,349.9900,69.9980,1.000000,0.0000
2019-11-19,BBG000N9MNX3,351.7500,359.9900,347.8000,359.5200,71.9040,1.000000,0.0000
2019-11-20,BBG000N9MNX3,360.0000,361.2000,349.5700,352.2200,70.4440,1.000000,0.0000
2019-11-21,BBG000N9MNX3,354.5100,360.8400,354.0000,354.8300,70.9660,1.000000,0.0000
2019-11-22,BBG000N9MNX3,340.1600,341.0000,330.0000,333.0400,66.6080,1.000000,0.0000
2019-11-25,BBG000N9MNX3,344.3200,344.5700,334.4600,336.3400,67.2680,1.000000,0.0000
2019-11-26,BBG000N9MNX3,335.2700,335.5000,327.1000,328.9200,65.7840,1.000000,0.0000
2019-11-27,BBG000N9MNX3,331.1200,333.9300,328.5700,331.2900,66.2580,1.000000,0.0000
2019-11-29,BBG000N9MNX3,331.1100,331.2600,327.5000,329.9400,65.9880,1.000000,0.0000
2019-12-02,BBG000N9MNX3,329.4000,336.3800,328.6900,334.8700,66.9740,1.000000,0.0000
2019-12-03,BBG000N9MNX3,332.6200,337.9100,332.1900,336.2000,67.2400,1.000000,0.0000
2019-12-04,BBG000N9MNX3,337.7500,337.8600,332.8500,333.0300,66.6060,1.000000,0.0000
2019-12-05,BBG000N9MNX3,332.8300,334.4200,327.2500,330.3700,66.0740,1.000000,0.0000
2019-12-06,BBG000N9MNX3,335.0000,338.8600,334.7700,335.8900,67.1780,1.000000,0.0000
2019-12-09,BBG000N9MNX3,336.5900,344.4500,335.0800,339.5300,67.9060,1.000000,0.0000
2019-12-10,BBG000N9MNX3,339.9600,350.7300,339.3100,348.8400,69.7680,1.000000,0.0000
2019-12-11,BBG000N9MNX3,351.8800,357.1900,351.0900,352.7000,70.5400,1.000000,0.0000
2019-12-12,BBG000N9MNX3,354.9200,362.7400,353.2300,359.6800,71.9360,1.000000,0.0000
2019-12-13,BBG000N9MNX3,361.0500,365.2100,354.6400,358.3900,71.6780,1.000000,0.0000
2019-12-16,BBG000N9MNX3,362.5500,383.6100,362.5000,381.5000,76.3000,1.000000,0.0000
2019-12-17,BBG000N9MNX3,378.9900,385.5000,375.9000,378.9900,75.7980,1.000000,0.0000
2019-12-18,BBG000N9MNX3,380.6300,395.2200,380.5800,393.1500,78.6300,1.000000,0.0000
2019-12-19,BBG000N9MNX3,397.3200,406.8500,396.5000,404.0400,80.8080,1.000000,0.0000
2019-12-20,BBG000N9MNX3,410.2900,413.0000,400.1900,405.5900,81.1180,1.000000,0.0000
2019-12-23,BBG000N9MNX3,411.7800,422.0100,410.0000,419.2200,83.8440,1.000000,0.0000
2019-12-24,BBG000N9MNX3,418.3600,425.4700,412.6900,425.2500,85.0500,1.000000,0.0000
2019-12-26,BBG000N9MNX3,427.9100,433.4800,426.3500,430.9400,86.1880,1.000000,0.0000
2019-12-27,BBG000N9MNX3,435.0000,435.3100,426.1100,430.3800,86.0760,1.000000,0.0000
2019-12-30,BBG000N9MNX3,428.7900,429.0000,409.2600,414.7000,82.9400,1.000000,0.0000
2019-12-31,BBG000N9MNX3,405.0000,421.2900,402.0800,418.3300,83.6660,1.000000,0.0000
2020-01-02,BBG000N9MNX3,424.5000,430.7000,421.7100,430.2600,86.0520,1.000000,0.0000
2020-01-03,BBG000N9MNX3,440.5000,454.0000,436.9200,443.0100,88.6020,1.000000,0.0000
2020-01-06,BBG000N9MNX3,440.4700,451.5600,440.0000,451.5400,90.3080,1.000000,0.0000
2020-01-07,BBG000N9MNX3,461.4000,471.6300,453.3600,469.0600,93.8120,1.000000,0.0000
2020-01-08,BBG000N9MNX3,473.7000,498.4900,468.2300,492.1400,98.4280,1.000000,0.0000
2020-01-09,BBG000N9MNX3,497.1000,498.8000,472.8700,481.3400,96.2680,1.000000,0.0000
2020-01-10,BBG000N9MNX3,481.7900,484.9400,473.7000,478.1500,95.6300,1.000000,0.0000
2020-01-13,BBG000N9MNX3,493.5000,525.6300,492.0000,524.8600,104.9720,1.000000,0.0000
2020-01-14,BBG000N9MNX3,544.2600,547.4100,524.9000,537.9200,107.5840,1.000000,0.0000
2020-01-15,BBG000N9MNX3,529.7600,537.8400,516.7900,518.5000,103.7000,1.000000,0.0000
